title,images,url,price,description,tracks
Queen - Greatest Hits (2 LP) (Remastered).Een compilatie met de ultieme Queen hits.,"['https://media.s-bol.com/A8p9X0xEykG3/VrYYRX/550x544.jpg', 'https://media.s-bol.com/xz9WYDorVWkn/rMDOx6/550x543.jpg', 'https://media.s-bol.com/A8p9X0xEykG3/VrYYRX/124x122.jpg', 'https://media.s-bol.com/xz9WYDorVWkn/rMDOx6/124x122.jpg', 'https://media.s-bol.com/Pz1LYZWYJWP1/124x149.jpg', 'https://media.s-bol.com/EqonPBQKoKgN/124x122.jpg', 'https://media.s-bol.com/48kVrN263k7k/124x123.jpg', 'https://media.s-bol.com/9Dzz1RDMZorJ/124x124.jpg', 'https://media.s-bol.com/R2QnKR6XkDR/124x92.jpg', 'https://media.s-bol.com/QkEDORXODrBZ/124x126.jpg']",https://www.bol.com//nl/nl/p/queen-greatest-hits/9200000068998413/,"46,99",Greatest Hits is een album van Queen uit 2016,"['1. Bohemian Rhapsody (Remastered 2011) - Queen', '2. Another One Bites The Dust (Remastered 2011) - Queen', '3. Killer Queen (Remastered 2011) - Queen', '4. Fat Bottomed Girls (Remastered 2011) - Queen', '5. Bicycle Race (Remastered 2011) - Queen', ""6. You're My Best Friend (Remastered 2011) - Queen"", ""7. Don't Stop Me Now (Remastered 2011) - Queen"", '8. Save Me (Remastered 2011) - Queen', '9. Crazy Little Thing Called Love (Remastered 2011) - Queen', '10. Somebody To Love (Remastered 2011) - Queen', ""11. Now I'm Here (Remastered 2011) - Queen"", '12. Good Old-Fashioned Lover Boy (Remastered 2011) - Queen', '13. Play The Game (Remastered 2011) - Queen', '14. Flash (Remastered 2011) - Queen', '15. Seven Seas Of Rhye (Remastered 2011) - Queen', '16. We Will Rock You (Remastered 2011) - Queen', '17. We Are The Champions (Remastered 2011) - Queen']"
C418 - Minecraft Volume Alpha  (LP) (Coloured Vinyl),"['https://media.s-bol.com/JNn13rl02GOo/550x488.jpg', 'https://media.s-bol.com/BQ31GxP4z9no/4QGkQz7/550x403.jpg', 'https://media.s-bol.com/JNn13rl02GOo/124x110.jpg', 'https://media.s-bol.com/BQ31GxP4z9no/4QGkQz7/124x90.jpg', 'https://media.s-bol.com/YVpm8zvwng7W/AnE1Gp1/124x124.jpg', 'https://media.s-bol.com/8zZmnmq1kqk2/7yWWyB/124x83.jpg']",https://www.bol.com//nl/nl/p/c418-minecraft-volume-alpha/9200000045982128/,"28,99","Componist-producer Daniel Rosenfeld alias C418 ontwerpt geluidsomgevingen waarin zowel de fysieke- als de gepixelde wereld weerklinkt. Het meest bekend zijn Rosenfeld's soundtracks voor videogame Minecraft. Zijn elektronische pop patronen, neoklassieke dreamscapes en uitgeklede ambient zijn befaamd_ continue to disperse by virtue of this unexpectedly universal music. Denk aan Brian Eno, Ryuichi Sakamoto, Erik Satie, Nils Frahm.","['1. Subwoofer Lullaby - C418', '2. Living Mice - C418', '3. Moog City - C418', '4. Haggstrom - C418', '5. Minecraft - C418', '6. Clark - C418', '7. Mice On Venus - C418', '8. Dry Hands - C418', '9. Wet Hands - C418', '10. Sweden - C418', '11. Cat - C418', '12. Danny - C418']"
Wish You Were Here (LP).(Voor dit artikel heb je een platenspeler nodig).,"['https://media.s-bol.com/gJJz37QlLzLj/550x411.jpg', 'https://media.s-bol.com/k246KBQvvggr/550x542.jpg', 'https://media.s-bol.com/gJJz37QlLzLj/124x92.jpg', 'https://media.s-bol.com/k246KBQvvggr/124x122.jpg', 'https://media.s-bol.com/ypqL5VZqKXLz/48AZrOJ/124x86.jpg', 'https://media.s-bol.com/AMLE3GxWpK9P/124x124.jpg', 'https://media.s-bol.com/qJVgDV2zvkp/124x93.jpg', 'https://media.s-bol.com/Z4YL4J67k30v/124x122.jpg', 'https://media.s-bol.com/jY4AM5QrrBBY/124x121.jpg', 'https://media.s-bol.com/BXQGDqvYgo9Y/yJNvJE/124x124.jpg']",https://www.bol.com//nl/nl/p/wish-you-were-here/1000004011482737/,"22,99","Wish You Were here is het negende studio album van Pink Floyd, en de opvolger van The Dark Side Of The Moon. Het album gaat in op kritiek tegen de muziekindustrie, vervreemding, en de track Shine On You Crazy Diamond is een ode aan Syd Barrett.Het is het tweede studio album van Pink Floyd dat een conceptueel thema gebruikt die compleet is geschreven door Roger Waters. De basis van het album werd vooral gehaald uit live optredens die de band deed in Frankrijk. Shine On You Crazy Diamond was zo’n lang nummer (26 min) dat Pink Floyd verplicht werd om het nummer in twee delen op te splitsen: iets wat ze vaker deden.  Sound  Wish You Were Here heeft een warmere sound dan zijn voorganger, en laat naast melodische, jazzy invloeden ook het bijzonder goede samenspel van de band horen. Richard Wright en David Gilmour hebben elk aangegeven dat Wish You Were Here hun favoriete Pink Floyd album is.Let op: indien u deze reissue via bol.com bestelt dan zal de 2016 reissue geleverd worden. Wanneer u deze reissue via een externe verkoper op bol.com bestelt kunnen wij niet garanderen dat de 2016 reissue wordt geleverd.","['1. Pink Floyd - Shine On You Crazy Diamond [Parts 1 - 5] [2011 - Remaster] (A1)', '2. Pink Floyd - Welcome To The Machine (2011 - Remaster) (A2)', '3. Pink Floyd - Have A Cigar (2011 - Remaster) (B1)', '4. Pink Floyd - Wish You Were Here (2011 - Remaster) (B2)', '5. Pink Floyd - Shine On You Crazy Diamond [Parts 6 - 9] [2011 - Remaster] (B3)']"
ABBA - ABBA Gold (2 LP) (Limited Edition) (Picture Disc),"['https://media.s-bol.com/QLNOV0vr28gl/XoJqBW/550x549.jpg', 'https://media.s-bol.com/WBw827mAl9oJ/XoJqBW/550x366.jpg', 'https://media.s-bol.com/QLNOV0vr28gl/XoJqBW/124x123.jpg', 'https://media.s-bol.com/WBw827mAl9oJ/XoJqBW/124x82.jpg']",https://www.bol.com//nl/nl/p/abba-abba-gold/9300000118859215/,"30,99","Speciale dubbel LP 30th Anniversary uitgave van Abba Gold, één van de best verkochte verzamelalbums aller tijden, als picture disc LP. Abba Gold bevat de 19 grootste hits van het Zweedse kwartet, waaronder natuurlijk Dancing Queen, Mamma Mia, Super Trooper, The Winner Takes It All, Waterloo en Thank You For The Music.","['1. Dancing Queen - Abba', '2. Knowing Me, Knowing You - Abba', '3. Take A Chance On Me - Abba', '4. Mamma Mia - Abba', '5. Lay All Your Love On Me - Abba', '6. Super Trouper - Abba', '7. I Have A Dream - Abba', '8. The Winner Takes It All - Abba', '9. Money, Money, Money - Abba', '10. Sos (Album Version) - Abba', '11. Chiquitita - Abba', '12. Fernando - Abba', '13. Voulez-Vous - Abba', '14. Gimme! Gimme! Gimme! (A Man After Midnight) - Abba', '15. Does Your Mother Know - Abba', '16. One Of Us - Abba', '17. The Name Of The Game - Abba', '18. Thank You For The Music - Abba', '19. Waterloo - Abba']"
V/A - TOP 40 - 90s (coloured) (LP),"['https://media.s-bol.com/BvKAkBpMG9qQ/wqnEkJ/550x478.jpg', 'https://media.s-bol.com/YZmxWpyYB9En/MxjG0A/550x550.jpg', 'https://media.s-bol.com/BvKAkBpMG9qQ/wqnEkJ/124x107.jpg', 'https://media.s-bol.com/YZmxWpyYB9En/MxjG0A/124x124.jpg', 'https://media.s-bol.com/qon578ErJpxr/MxjG0A/124x123.jpg']",https://www.bol.com//nl/nl/p/v-a-top-40-90s/9300000140497211/,"20,99","Meer dan 58 jaar Top 40 heeft veel fantastische hits opgeleverd die voor sommige muziekfans een feest der herkenning zijn en voor anderen misschien een eerste kennismaking met hits uit lang vervlogen tijden. Op Top40.nl schenkt de Stichting Nederlandse Top 40 aandacht aan de rijke historie van de Top 40. Op de gekleurde LP Top 40 – 90s staat een selectie van de grootste, enige echte originele Top 40 hits uit de Nineties van o.a. George Michael & Elton John, Britney Spears en Celine Dion.","[""1. George Michael & Elton John - Don't Let The Sun Go Down On M - V/A"", ""2. Celine Dion - My Heart Will Go On (love Theme From 'titanic' - V/A"", ""3. Youssou N'dour & Neneh Cherry - 7 Seconds - V/A"", '4. No Mercy - When I Die - V/A', '5. Natalie Imbruglia - Torn - V/A', ""6. Des'ree - Life - V/A"", '7. Britney Spears - ...Baby One More Time - V/A', '8. Whitney Houston - My Love Is Your Love - V/A', '9. Backstreet Boys - I Want It That Way - V/A', '10. Jennifer Lopez - If You Had My Love - V/A', ""11. Londonbeat - I've Been Thinking About You - V/A"", '12. Christina Aguilera - Genie In A Bottle - V/A', '13. Fugees - Killing Me Softly (with His Song) - V/A']"
Various Artists - Guardians Of The Galaxy Vol.2: Awesome Mix (LP) (Original Soundtrack).Dé afspeellijst van Guardians of the Galaxy.,"['https://media.s-bol.com/lMZxlAxlN8RM/BpzBWo/550x550.jpg', 'https://media.s-bol.com/RKwv9l7ro2zK/jOrj9y/550x550.jpg', 'https://media.s-bol.com/lMZxlAxlN8RM/BpzBWo/124x124.jpg', 'https://media.s-bol.com/RKwv9l7ro2zK/jOrj9y/124x124.jpg', 'https://media.s-bol.com/7lLOPgv7331/124x92.jpg']",https://www.bol.com//nl/nl/p/various-artists-guardians-of-the-galaxy-vol-2-awesome-mix/9200000078848004/,"30,99",Guardians Of The Galaxy Vol.2: Awes is een album van Various Artists uit 2017,"['1. Mr. Blue Sky (Album Version) - Electric Light Orchestra', '2. Fox On The Run - Sweet', '3. Lake Shore Drive - Aliotta Haynes Jeremiah', '4. The Chain - Fleetwood Mac', '5. Bring It On Home To Me - Sam Cooke', '6. Southern Nights (Remastered 2003) - Glen Campbell', '7. My Sweet Lord (2009 Digital Remaster) - George Harrison', ""8. Brandy (You're A Fine Girl) - Looking Glass & Looking Glass"", '9. Come A Little Bit Closer - Jay & The Americans', '10. Wham Bam Shang-A-Lang - Silver', '11. Surrender (Album Version) - Cheap Trick', '12. Father And Son - Cat Stevens', '13. Flash Light (Single Version) - Parliament', '14. Guardians Inferno (From ""Guardians Of The Galaxy Vol. 2: Awesome Mix Vol. 2""/Soundtrack Version) - The Sneepers']"
Goldband - Betaalbare Romantiek (LP),['https://media.s-bol.com/7WEgZBP8LYw8/oQ5DwnY/550x550.jpg'],https://www.bol.com//nl/nl/p/goldband-betaalbare-romantiek/9300000058593887/,"34,29","Met een debuut EP in 2019, cult hits als ‘Witte Was’ en ‘Mijn Stad’ en bovenal eenijzersterke live reputatie wist Bouwmarkt-popsensatie Goldband (“Haagse Markt house meets bouwmarkt pop”) menig hart te veroveren. Op Noorderslag bewezen zingende stukadoors zich als een van de grote beloftes van 2020, en ondanks een volledig geannuleerde festivalzomer die volgde wist Goldband die belofte in te lossen. Met nieuwe hits als ‘De Wereld’, ‘Dit is voor Jou’ en hun veelbesproken samenwerking met Sophie Straat op ‘Tweede Kamer’ forceerde deze independent pop act afgelopen jaar hun radio en TV doorbraak volledig op eigen kracht. Als gevolg riep De Volkskrant Goldband uit als één van de beloftes van 2021.","['1. Ik Zie Je - Goldband', '2. De Wereld - Goldband', '3. Ik Haat Je - Goldband', '4. Wakker Worden - Goldband', '5. Kinderwens - Goldband', '6. Noodgeval - Goldband', '7. De Langste Nacht - Goldband', '8. Ex - Goldband', '9. Dansen Op De Regenboog - Goldband', '10. Dit Is Voor Jou - Goldband', '11. Stijl - Goldband', '12. Broederliefde - Goldband', '13. Annemarie - Goldband', '14. Requiem - Goldband']"
The Beatles - Abbey Road (LP) (50th Anniversary Edition).Het meest iconische album van The Beatles bestaat 50 jaar.,"['https://media.s-bol.com/rMQAVyOBo6Jp/5xj91x/550x550.jpg', 'https://media.s-bol.com/3QDQBDR68Box/550x309.jpg', 'https://media.s-bol.com/rMQAVyOBo6Jp/5xj91x/124x124.jpg', 'https://media.s-bol.com/3QDQBDR68Box/124x69.jpg', 'https://media.s-bol.com/0g2EnlwR8LE7/124x124.jpg', 'https://media.s-bol.com/ZX3ngwOGvqQR/AmyNx3/124x125.jpg']",https://www.bol.com//nl/nl/p/the-beatles-abbey-road/9200000117971488/,"34,49",Abbey Road is een album van The Beatles uit 2019,"['1. Come Together (2019 Mix) - The Beatles', '2. Something (2019 Mix) - The Beatles', ""3. Maxwell's Silver Hammer (2019 Mix) - The Beatles"", '4. Oh! Darling (2019 Mix) - The Beatles', ""5. Octopus's Garden (2019 Mix) - The Beatles"", ""6. I Want You (She's So Heavy) (2019 Mix) - The Beatles"", '7. Here Comes The Sun (2019 Mix) - The Beatles', '8. Because (2019 Mix) - The Beatles', '9. You Never Give Me Your Money (2019 Mix) - The Beatles', '10. Here Comes The Sun (2019 Mix) - The Beatles', '11. Because (2019 Mix) - The Beatles', '12. You Never Give Me Your Money (2019 Mix) - The Beatles', '13. Sun King (2019 Mix) - The Beatles', '14. Mean Mr. Mustard (2019 Mix) - The Beatles', '15. Polythene Pam (2019 Mix) - The Beatles', '16. She Came In Through The Bathroom Window (2019 Mix) - The Beatles', '17. Golden Slumbers (2019 Mix) - The Beatles', '18. Carry That Weight (2019 Mix) - The Beatles', '19. The End (2019 Mix) - The Beatles', '20. Her Majesty (2019 Mix) - The Beatles']"
Veronica Top 1000 Allertijden (LP).De meest legendarische hits van Radio Veronica.,"['https://media.s-bol.com/7pqkxnjOl3nQ/550x550.jpg', 'https://media.s-bol.com/7pqkx109P9M1/550x550.jpg', 'https://media.s-bol.com/7pqkxnjOl3nQ/124x124.jpg', 'https://media.s-bol.com/7pqkx109P9M1/124x124.jpg']",https://www.bol.com//nl/nl/p/veronica-top-1000-allertijden/9300000010148347/,"24,99","De “lijst der lijsten”, de Veronica Top 1000 Allertijden voortgekomen uit de legendarische top 100 Allertijden, wordt in 2020 uitgezonden van 16 tot 27 november op radio Veronica. Hoogtepunten uit de lijst zijn verzameld op deze dubbel LP. Tevens is er dit jaar een schitterende 5 CD Box van de Veronica Top 1000 Allertijden verkrijgbaar.
Op de 2 LP’s staan onder andere QUEEN “Innuendo”, TOTO “Africa”, KENSINGTON “Streets”, GOLDEN EARRING “Radar Love”, SINÉAD O'CONNOR “Nothing Compares 2 U, ELTON JOHN “Rocket Man”, MARK RONSON & AMY WINEHOUSE “Valerie”, SIMON & GARFUNKEL “The Sound Of Silence” en  BLØF FT. GEIKE ARNAERT ”Zoutelande”.","['1. QUEEN - Innuendo', '2. TOTO - Africa', '3. KENSINGTON - Streets', '4. KISS - I Was Made For Loving You', '5. GOLDEN EARRING - Radar Love', ""6. ANOUK - Nobody's Wife"", '7. ROBBIE WILLIAMS - Angels', ""8. SINÉAD O'CONNOR - Nothing Compares 2 U"", '9. OASIS - Wonderwall', ""10. SIMPLE MINDS - Don't You (Forget About Me)"", '11. KREZIP - I Would Stay', '12. PAUL SIMON - You Can Call Me Al', '13. ELTON JOHN - Rocket Man', '14. MARK RONSON & AMY WINEHOUSE - Valerie', '15. BLOF FT. GEIKE ARNAERT - Zoutelande', '16. JOHN MAYER - Heartbreak Warfare', '17. MANIC STREET PREACHERS - Motorcycle Emptiness', '18. MEN AT WORK - Down Under', '19. SIMON & GARFUNKEL - The Sound Of Silence', ""20. AEROSMITH - I Don't Wanna Miss A Thing"", '21. EURYTHMICS - Sweet Dreams (Are Made Of This)', '22. BOB DYLAN - Hurricane (part 1)', '23. BONNIE TYLER - Total Eclipse Of The Heart', ""24. RAG'N'BONE MAN - Skin"", ""25. SANTANA - She's Not There""]"
"Flower Boy (LP).Het vierde studioalbum van Tyler, the Creator.","['https://media.s-bol.com/37DVWxJz1nA/550x411.jpg', 'https://media.s-bol.com/gX9qM7JzjKjD/5R61vR/550x550.jpg', 'https://media.s-bol.com/37DVWxJz1nA/124x92.jpg', 'https://media.s-bol.com/gX9qM7JzjKjD/5R61vR/124x124.jpg']",https://www.bol.com//nl/nl/p/flower-boy/9200000082271779/,"26,99","FLower Boy is het vierde studio album van de Amerikaanse rapper Tyler, The Creator. De gehele productie van het album lag in de handen van de rapper. Daarbij staan er veel samenwerkingen op met de artiesten: Frank Ocean, ASAP Rocky, Anna Of The North, Lil Wayne, Kali Uchis, Steve Lacy en Rex Orange County. Op dit album staan de hits ‘Who Dat Boy’, ‘Boredom’ en ‘See You Again’.","['1. The Creator feat. Rex Orange County Tyler - Foreword', '2. The Creator feat. Frank Ocean Tyler - Where This Flower Blooms', '3. The Creator Tyler & Shane Powers - Sometimes...', '4. The Creator feat. Kali Uchis Tyler - See You Again', '5. The Creator feat. A$AP Rocky Tyler - Who Dat Boy', '6. The Creator feat. Jaden Smith Tyler - Pothole', '7. The Creator feat. Estelle Tyler - Garden Shed', '8. The Creator feat. Rex Orange County and Anna of the North Tyler & Corinne Bailey Rae - Boredom', ""9. The Creator Tyler - I Ain't Got Time!"", '10. The Creator feat. Frank Ocean and Steve Lacy Tyler - 911', ""11. THE CREATOR TYLER - Outstanding - sample in '911'"", '12. THE CREATOR TYLER - Mr. Lonely', ""13. The Creator feat. Lil' Wayne Tyler - Droppin' Seeds"", '14. The Creator Tyler - November', '15. The Creator Tyler - Glitter', '16. The Creator Tyler & Pharrell Williams - Enjoy Right Now, Today']"
Andre Hazes - Onder De Mensen (LP),['https://media.s-bol.com/Bp4BY2zX6Qoo/XJE0Dl/550x417.jpg'],https://www.bol.com//nl/nl/p/andre-hazes-onder-de-mensen/9300000147182767/,"32,99","Onder De Mensen is een album van Andre Hazes, uitgebracht in 2023. Onder De Mensen bevat o.a. de nummers: “Manke Nelis Medley”, “Iep In Mijn Hart”, “Met Jou Alleen”, “Wie Ben Jij” en vele anderen. Het album betreft een Coloured Vinyl, High Quality middle of the road LP.","['1. Manke Nelis Medley - Andre Hazes', '2. Eet Je Nog Wel Die Avond In De Regen - Andre Hazes', '3. Iep In Mijn Hart - Andre Hazes', '4. Eel Mooier Dan Het Mooiste Schilderij - Andre Hazes', ""5. 's Avonds Bij Het Licht Der Sterren - Andre Hazes"", '6. Oh, Kleine Jodeljongen - Andre Hazes', ""7. Leven Op 't Plein - Andre Hazes"", '8. Twee Bruine Ogen - Andre Hazes', '9. Met Jou Alleen - Andre Hazes', '10. Wie Ben Jij - Andre Hazes', '11. Maar Het Is Echt Te Laat - Andre Hazes', '12. Zeg Geen Nee Tegen Het Leven - Andre Hazes', '13. Jouw Wereld Is De Mijne Niet - Andre Hazes', '14. Als Ik Jou Zie - Andre Hazes', ""15. 't Zijn Momenten - Andre Hazes"", '16. Je Verstand Op Nul - Andre Hazes', '17. Italiaanse Medley - Andre Hazes', '18. Volare - Andre Hazes', '19. Iove (ciao, Ciao Bambina) - Andre Hazes', '20. Ome Prima - Andre Hazes', '21. Uona Sera - Andre Hazes', '22. He Sera - Andre Hazes', ""23. Ja, Dat Is Zijn Leven (i'm Just A Gigolo/Ain't Got Nobody) - Andre Hazes""]"
Taylor Swift - Folklore (2 LP).Het nieuwe album van Taylor Swift uit 2020.,"['https://media.s-bol.com/nN3GnxDL8g2W/Zy3kMR/550x550.jpg', 'https://media.s-bol.com/g7ZgjxqYlvrD/48nAKjV/550x550.jpg', 'https://media.s-bol.com/nN3GnxDL8g2W/Zy3kMR/124x124.jpg', 'https://media.s-bol.com/g7ZgjxqYlvrD/48nAKjV/124x124.jpg', 'https://media.s-bol.com/qQoylxEEo35G/124x124.jpg', 'https://media.s-bol.com/g7Y4j52ll7kY/j2W8rpl/124x64.jpg', 'https://media.s-bol.com/YrN46qXKpjPn/L7XGDWg/124x124.jpg']",https://www.bol.com//nl/nl/p/taylor-swift-folklore/9300000007439813/,"46,99","Dit mag de verrassing van 2020 genoemd worden: opeens was daar een nieuw album van Taylor Swift. Op FOLKLORE laat ze muzikaal een geheel andere kant van haarzelf zien, ook dankzij de medewerking van onder andere Aaron Dessner van The National en Bon Iver's Justin Vernon. Het album is in volledige quarantaine opgenomen.","['1. The 1 - Taylor Swift', '2. Cardigan - Taylor Swift', '3. The Last Great American Dynasty - Taylor Swift', '4. Exile - Taylor Swift', '5. My Tears Ricochet - Taylor Swift', '6. Mirrorball - Taylor Swift', '7. Seven - Taylor Swift', '8. August - Taylor Swift', '9. This Is Me Trying - Taylor Swift', '10. Illicit Affairs - Taylor Swift', '11. Invisible String - Taylor Swift', '12. Mad Woman - Taylor Swift', '13. Epiphany - Taylor Swift', '14. Betty - Taylor Swift', '15. Peace - Taylor Swift', '16. Hoax - Taylor Swift', '17. The Lakes - Taylor Swift']"
Jayh - Love Stories (LP),"['https://media.s-bol.com/x55412J5kLZP/m5njgA/550x550.jpg', 'https://media.s-bol.com/BpXQB1MA333Q/l1XKj1/550x550.jpg', 'https://media.s-bol.com/x55412J5kLZP/m5njgA/124x124.jpg', 'https://media.s-bol.com/BpXQB1MA333Q/l1XKj1/124x124.jpg']",https://www.bol.com//nl/nl/p/jayh-love-stories/9300000146578287/,"25,99","Na een jaar lang hard gewerkt te hebben in de studio, brengt Jayh zijn zesde studioalbum 'Love Stories' uit. Voor dit album is hij terug gegaan naar zijn roots en bestaat het gehele album alleen maar uit kompa/zouk nummers. Het album is een verzameling van liefdes verhalen waar een ieder zich in terug kan vinden. Op dit album staan o.a. de al uitgebrachte tracks 'Hier Bij Mij', 'Jouw Love', 'Nobody' en 'Trouw Met Mij'.","['1. Hou Me Vast - Jayh', '2. Amor Secreto - Jayh', '3. Toxic Love (ft. Dystinct) - Jayh', ""4. Dit Is 't - Jayh"", '5. Jouw Love - Jayh', '6. Buscando Amor (ft. Kevv.) - Jayh', '7. Trouw Met Mij - Jayh', '8. Ogen Dicht (wowo Sera) - Jayh', '9. Hier Bij Mij - Jayh', '10. Werk Aan Mezelf - Jayh', '11. Nobody - Jayh', '12. Private Life - Jayh', '13. Het Is Klaar - Jayh']"
His Ultimate Collection (LP).De ultieme hits van Elvis Presley op LP.,"['https://media.s-bol.com/g6gE2jJZp7qr/BNRWWv2/550x380.jpg', 'https://media.s-bol.com/JQZ8YGOrpX3l/ElYwZQ4/550x557.jpg', 'https://media.s-bol.com/g6gE2jJZp7qr/BNRWWv2/124x85.jpg', 'https://media.s-bol.com/JQZ8YGOrpX3l/ElYwZQ4/124x125.jpg', 'https://media.s-bol.com/mMj4g9561rx9/0VpnwDy/124x123.jpg', 'https://media.s-bol.com/8YDyKOKN9jAr/Yy2lKO/124x125.jpg']",https://www.bol.com//nl/nl/p/his-ultimate-collection/9200000095223210/,"17,99","Elvis Presley (1935-1977), The King Of Rock 'n' Roll: een ongeëvenaard fenomeen. Dit album bevat zijn ultieme hits. 21 tracks, waaronder 'In The Ghetto', 'It's Now Or Never', 'Suspicious Minds', 'Are You Lonesome Tonight?', 'Hound Dog', 'Return To Sender' en 'Jailhouse Rock'.","[""1. Elvis Presley - It's Now or Never"", '2. Elvis Presley - Such a Night', '3. Elvis Presley - Surrender', '4. Elvis Presley - In the Ghetto', '5. Elvis Presley - Suspicious Minds', ""6. Elvis Presley - Don't Be Cruel"", ""7. Elvis Presley - She's Not You"", '8. Elvis Presley - Bossa Nova Baby', '9. Elvis Presley - Kiss Me Quick', '10. Elvis Presley - Love Me Tender', ""11. Elvis Presley - (You're The) Devil in Disguise"", '12. Elvis Presley - Wooden Heart', '13. Elvis Presley - Good Luck Charm', '14. Elvis Presley - Are You Lonesome Tonight?', '15. Elvis Presley - Return to Sender', '16. Elvis Presley - Crying In the Chapel', '17. Elvis Presley - Jailhouse Rock', '18. Elvis Presley - Stuck On You', '19. Elvis Presley - Hound Dog', '20. Elvis Presley - Little Sister', '21. Elvis Presley - My Boy']"
Ten (LP).Het debuutalbum en de doorbraak van Pearl Jam.,"['https://media.s-bol.com/73L8koKOXqnQ/550x411.jpg', 'https://media.s-bol.com/wjE2NJE8zR3w/550x550.jpg', 'https://media.s-bol.com/73L8koKOXqnQ/124x92.jpg', 'https://media.s-bol.com/wjE2NJE8zR3w/124x124.jpg', 'https://media.s-bol.com/JKlk5zVXBl12/qMBm1r/124x124.jpg', 'https://media.s-bol.com/V27kzkNKVg29/qApOyp/124x123.jpg']",https://www.bol.com//nl/nl/p/ten/9200000077075901/,"19,95","TEN, het debuutalbum van Pearl Jam, ging wereldwijd al meer dan 12 miljoen keer over de toonbank en betekende direct de absolute doorbraak van de band. Op Ten staan onder andere de nummers 'Even Flow', 'Alive', 'Black' en 'Jeremy'.","['1. Pearl Jam - Once (Remastered)', '2. Pearl Jam - Even Flow (Remastered)', '3. Pearl Jam - Alive (Remastered)', '4. Pearl Jam - Why Go (Remastered)', '5. Pearl Jam - Black (Remastered)', '6. Pearl Jam - Jeremy (Remastered)', '7. Pearl Jam - Oceans (Remastered)', '8. Pearl Jam - Porch (Remastered)', '9. Pearl Jam - Garden (Remastered)', '10. Pearl Jam - Deep (Remastered)', '11. Pearl Jam - Release (Remastered)', '12. Pearl Jam - Master / Slave (Remastered)']"
Anastacia - Her Ultimate Collection (LP),"['https://media.s-bol.com/m6l11D5yDBBr/25ornK/550x550.jpg', 'https://media.s-bol.com/x5OpYlp9xvqz/25ornK/550x549.jpg', 'https://media.s-bol.com/m6l11D5yDBBr/25ornK/124x124.jpg', 'https://media.s-bol.com/x5OpYlp9xvqz/25ornK/124x123.jpg']",https://www.bol.com//nl/nl/p/anastacia-her-ultimate-collection/9300000150348968/,"20,99","Her Ultimate Collection is een album van Anastacia, uitgebracht in 2023. Her Ultimate Collection bevat o.a. de nummers: “I'm Outta Love”, “I Belong To You (ft. Eros Ramazzotti)”, “Paid My Dues”, “Cowboys And Kisses” en vele anderen. Het album betreft een High Quality pop LP.","[""1. I'm Outta Love - Anastacia"", '2. Sick And Tired - Anastacia', '3. I Belong To You (ft. Eros Ramazzotti) - Anastacia', ""4. Why'd You Lie To Me - Anastacia"", '5. Pieces Of A Dream - Anastacia', '6. Not That Kind - Anastacia', '7. Stupid Little Things - Anastacia', '8. Left Outside Alone - Anastacia', '9. Paid My Dues - Anastacia', '10. Cowboys And Kisses - Anastacia', '11. One Day In Your Life (european Version) - Anastacia', '12. Welcome To My Truth - Anastacia', '13. Heavy On My Heart - Anastacia', '14. Boom - Anastacia']"
Queens Of The Stone Age - In Times New Roman (2LP) (Colourd Vinyl),"['https://media.s-bol.com/3v4VyDvE571Q/Gjz6W8/550x550.jpg', 'https://media.s-bol.com/NjNVj3ZNJLMz/p0B7X1/550x550.jpg', 'https://media.s-bol.com/3v4VyDvE571Q/Gjz6W8/124x124.jpg', 'https://media.s-bol.com/NjNVj3ZNJLMz/p0B7X1/124x124.jpg', 'https://media.s-bol.com/x5Py3YPz7M6n/KnzZxR/124x124.jpg', 'https://media.s-bol.com/q5OgO9B35qy3/85OVy3/124x124.jpg']",https://www.bol.com//nl/nl/p/queens-of-the-stone-age-in-times-new-roman/9300000150164701/,"36,-","In Times New Roman... is een album van Queens Of The Stone Age, uitgebracht in 2023. In Times New Roman... bevat o.a. de nummers: “Obscenery”, “Negative Space”, “Emotion Sickness”, “Straight Jacket Fitting” en vele anderen.  Het rock album is verkrijgbaar in de volgende versies:  - CD - 2-LP - 2-LP, Coloured Vinyl","['1. Obscenery - Queens Of The Stone Age', '2. Paper Machete - Queens Of The Stone Age', '3. Negative Space - Queens Of The Stone Age', '4. Time & Place - Queens Of The Stone Age', '5. Made To Parade - Queens Of The Stone Age', '6. Carnavoyeur - Queens Of The Stone Age', '7. What The Peephole Say - Queens Of The Stone Age', '8. Sicily - Queens Of The Stone Age', '9. Emotion Sickness - Queens Of The Stone Age', '10. Straight Jacket Fitting - Queens Of The Stone Age']"
